name,birthname,偶像练习生,青春有你,青春有你2,青春有你3,创造101,创造营2019,创造营2020,创造营2021,明日之子,明日之子2,明日之子3,明日之子4,明日创作计划,下一站传奇,以团之名,少年之名,snh48,akb48,gp999,dd52,中国好男儿,快乐男声2013,快乐女声2016,快乐男声2017,流行之王,星动亚洲,燃烧吧少年,A级战场,原子少年,加油美少女,SING女团,蜜蜂少女,other,gender
蔡徐坤,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,Male
陈立农,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
范丞丞,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
黄明昊,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
林彦俊,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
朱正廷,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
王子异,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
王琳凯,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
尤长靖,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
毕雯珺,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
钱正昊,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
卜凡,卜凡凡,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
李希侃,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,Male
朱星杰,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
李英超,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
郑锐彬,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
董又霖,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
秦奋,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
林超泽,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
徐圣恩,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,Male
周彦辰,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
木子洋,李振洋,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
李权哲,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
韩沐伯,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,Male
周锐,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
丁泽仁,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
岳明辉,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
杨非同,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
娄滋博,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
罗正,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
陆定昊,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
黄新淳,,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,Male
何东东,何海东,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,Male
李让,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
余明君,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
左叶,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,Male
董岩磊,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
胡致邦,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,Male
武连杰,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
覃俊毅,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
张奕轩,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
韩雍杰,,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,Male
黄书豪,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
许凯皓,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
王艺龙,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
靖佩瑶,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
朱匀一,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
朱匀天,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
凌崎,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
李俊毅,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
秦子墨,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,Male
陈名豪,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
贝汯璘,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
李长庚,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,Male
张达源,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
陈斯琪,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
明鹏,,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,Male
梁辉,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
姜达赫,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
姜京佐,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
李若天,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
邱治谐,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
高茂桐,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
邓烺怡,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
孙凡杰,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
吕晨瑜,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,Male
徐鹤尼,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
罗仁麒,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
姜祎,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
孙浩然,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
林浩楷,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
李志杰,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,Male
金逸涵,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
万宇贤,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
应智越,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
赵俞澈,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
王梓豪,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
张昕,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
叶泓希,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
张宇晨,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
罗杰,,TRUE,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,Male
何嘉庚,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
张艺凡,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
赵凌峰,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
于浩,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
杨泰瑞,杨羿,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
张晏恺,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
闵喆祥,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
陈义夫,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,Male
于斌,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
周腾阳,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
黄若涵,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
朱一文,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
甘俊,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,Male
侯浩然,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
李鑫岩,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
张津铭,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
王宥辰,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
宋微子,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
李汶翰,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
李振宁,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
姚明明,姚柏南,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
管栎,,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,Male
黄嘉新,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
胡春杨,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
夏瀚宇,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
陈宥维,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
何昶希,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
连淮伟,,,TRUE,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,Male
施展,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
姚弛,牛旭东,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,Male
邓超元,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
林建宏,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,Male
陈思键,,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,Male
陈涛,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
王喆,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
徐方舟,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
邵浩帆,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
冯俊杰,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
周士原,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
吴承泽,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
谷蓝帝,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
胡文煊,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,Male
师铭泽,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
徐炳超,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
丁飞俊,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
许珑瀚,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
文邺辰,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
沈群丰,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
林渝植,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,Male
孙泽霖,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
陈福,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,Male
汤浩,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,Male
李宗霖,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
王加一,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
吴泽林,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
王奕,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
卓沅,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
胡家豪,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
殷实,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
叶河林,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
邓滨,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
杨宁,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
车慧轩,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
叶子铭,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
王新宇,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
苏宇航,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
林哲宇,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,Male
傅弘奕,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
周川珺,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
邱薄翰,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
李由,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
姚博岚,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
陈佑,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
寇聪,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,Male
陈雨浓,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
崔少鹏,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,Male
漆志豪,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
温凯崴,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
齐浩然,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
吴飞,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
李皇逸,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
陈柏凱,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
丹尼尔,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
段旭宇,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,Male
冯天豪,,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,Male
高晓松,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
黄宏轩,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
金永先,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
甘润南,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
陈锐豪,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,Male
柯钦明,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
李晨阳,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
李炼,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
林敏生,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
刘宇航,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
楼炅择,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
卢俊杰,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,Male
蒙恩,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
区天瑞,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,Male
彭昶桦,,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,Male
邵奇明,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
沈博怀,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,Male
石锌,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,Male
唐书亚,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
田岛,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
吴铭,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
谢俊泽,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
杨朝阳,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,Male
杨亘,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
于凌傲,,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,Male
赵天戈,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
周湘恒,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
姜圣民,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
储晓祥,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
李之繁,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,Male
邓泽鸣,,,TRUE,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,Male
刘雨昕,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,Female
虞书欣,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
许佳琪,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
喻言,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,Female
谢可寅,谢雪,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,TRUE,,,,Female
陈雅馨,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
赵小棠,赵嘉慧,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
孔雪儿,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,Female
陆柯燃,陆婕,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
赵馨玥,赵辉,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
金子涵,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
王承渲,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
曾可妮,曾妮,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,Female
刘令姿,刘妍宏,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
戴萌,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
马宝尔,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
孙芮,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
徐紫茵,罗瑞华,,,TRUE,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,Female
宋昕冉,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
戴燕妮,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
林凡,詹栩姿,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
莫寒,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
张语格,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
段艺璇,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
蔡卓宜,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
葛鑫怡,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
张楚寒,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
许馨文,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,Female
左卓,,,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
许杨玉琢,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
陈珏,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
张钰,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
傅如乔,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
朱林雨,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
林小宅,林晓婷,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
徐轸轸,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
李依宸,李茉,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,Female
费沁源,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
宋昭艺,张溪,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
苏杉杉,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
秦牛正威,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
夏研,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,Female
冯若航,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
王清,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
魏辰,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
陈品瑄,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
勾雪莹,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,Female
胡馨尹,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,Female
陈昕葳,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,Female
马蜀君,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
王欣宇,,,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
符雅凝,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,Female
段小薇,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
孙美楠,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
韩东,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
靳阳阳,靳宇阳,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
黄欣苑,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
王婉辰,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
张梦露,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
黄小芸,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
文哲,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,Female
熊钰清,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
阿依莎,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
艾霖,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
艾依依,杨蕊菡,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
陈艺文,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
程曼鑫,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
杜紫怡,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
符佳,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
何美延,,,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
黄一鸣,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
金吉雅,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
林慧博,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
林韦希,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
刘海涵,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
刘亚楠,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
墨谣,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
王梦妤,杨斓,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
权笑迎,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,Female
申清,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
申玉,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
申洁,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
沈莹,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,Female
粟钦柔,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
唐珂伊,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
汪睿,,,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,Female
王姝慧,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
王思予,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
王心茗,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
