name,birthname,偶像练习生,青春有你,青春有你2,青春有你3,创造101,创造营2019,创造营2020,创造营2021,明日之子,明日之子2,明日之子3,明日之子4,明日创作计划,下一站传奇,以团之名,少年之名,snh48,akb48,gp999,dd52,中国好男儿,快乐男声2013,快乐女声2016,快乐男声2017,流行之王,星动亚洲,燃烧吧少年,A级战场,原子少年,加油美少女,SING女团,蜜蜂少女,other,gender
顼凘炀,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
熊鑫,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
赵嘉丽,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
张睿怡,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
陈逸菲,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
刘崇恬,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
李沐遥,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
吴月黎,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
郑依灵,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
金鑫,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
李烨,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
李宗颐,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
徐静,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
郑心雨,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
单习文,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
兰昊,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
李泓瑶,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
毛其羽,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
乔钰珂,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
任玥霖,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
许婉玉,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
张韩紫陌,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
王嘉瑜,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
郑洁丽,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
高蔚然,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
张爱静,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
李清雨,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
熊依依,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
张语倩,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
李尚颐,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
符冰冰,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
黄楚茵,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
梁娇,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,Female
罗可嘉,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
李姗姗,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
林芝,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
徐楚雯,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
叶舒淇,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
朱怡欣,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
江雨航,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
刘果,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
吕曼菲,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
石竹君,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
吴思琪,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
吴羽霏,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
谢艾琳,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
杨若惜,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
曾佳,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
张润,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
陈桂君,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
邓惠恩,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
方琪,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
梁乔,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,Female
梁婉琳,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
龙亦瑞,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
马昕玥,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
王芊诺,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
王炯义,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
王偲越,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
王梓,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
王秭歆,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
谢菲菲,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
杨可璐,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
杨媛媛,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
张书瑀,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
陈泓宇,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
王琰,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
项宇婧,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
周培溪,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
郑奕雯,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
张幼柠,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
陈俊宏,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
方晓瑜,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
徐慧玲,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
邓熳慧,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
莫昕,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
唐诗怡,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
郑悦,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
毕瑞珊,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
杜秋霖,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
郭铱宁,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
何梦瑶,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
刘嘉怡,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
赖梓惜,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
司珀琳,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
王盈,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
叶晓梦,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
余芷媛,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
张秋怡,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
张心雨,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
李晨曦,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
汪慕远,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
王梦媛,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
肖文静,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
姜欣瑶,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
吕思琪,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
戴欣佚,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
程一心,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
刘小末,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
向芸,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
李伊虹,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
陈梓荧,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
于珊珊,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
赵翊民,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
代玲,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
黄黎蓉,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
赖俊亦,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
梁可,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
赵欣雨,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
陈乐添,,,,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,Female
鄢羽蝶,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
程子钰,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
门秀天,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
舒湘,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
章泽婷,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
张紫颖,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
谢慧先,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
王翠菲,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
曹露丹,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
陈妮亚,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
刁滢,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
梁晶金,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
刘弋菡,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
雷宇霄,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
毛译晗,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
潘颖,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
谯玉珍,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
田倩兰,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
吴晶晶,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
吴学雨,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
杨允涵,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
左欣,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
赵泽慧,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
冯嘉宝,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
尚官,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
石勤,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
郑阳莹,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
韩林芹,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
康兆薇,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
田祯臻,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
王娱博,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
伍寒琪,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
周桐冉,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
李恩锐,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
李泽亚,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
陶菀瑞,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
周源,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
艾芷亦,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
樊曦月,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
夏文倩,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
章宇阳,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
吴晓桐,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
余梦露,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
赵思雨,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
戴紫薇,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
田密,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
黄琬璎,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
魏小燕,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
黄歆源,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
涂秀文,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
余芸萱,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
邹冰清,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
王梦竹,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
邓倩,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
冯译莹,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
付紫琪,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
高志娴,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
黄嘉怡,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
李晴,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
李苏洪,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
曲悦萌,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
孙敏,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
相望,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
徐斐然,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
周佳怡,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
朱敏,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
郑诗琪,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
陈婧文,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
陈奕君,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
关思雨,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
菅瑞静,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
李彬玉,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
刘娇,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
刘娜,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
南翎璞,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
秦玺,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
徐静妍,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
叶锦童,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
朱燕,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
董思佳,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
方诗涵,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
龚梦婷,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
寇承希,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
逯芳竹,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
任雨情,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
杨肖,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
张儒轶,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
张云梦,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
张雨晴,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
黄逸,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
卞佳宁,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
程一,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
刘宇晴,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
武晓迪,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
王永祺,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
张瑾瑜,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
徐静研,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
逯方竹,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Female
蔡冰,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,Female
张竞,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,Female
李家仪,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,Female
简紫翎,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,Female
顾逸舟,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,Female
何思澄,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,Female
许念慈,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,Female
梁卓滢,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,Female
李伊蔓,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,Female
林辰涵,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,Female
林书蕴,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,Female
刘钰涵,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,Female
潘颖芝,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,Female
吴甜蜜,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,Female
徐若惟,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,Female
杨梓格,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,Female
周心语,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,Female
施凯玲,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
裴颉,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
王方君,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
黄翊乔,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
黄玺文,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
王粲匀,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
连颖,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
许妙,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
张语芮,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
林钰芳,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
利善榛,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
刘乙麟,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
邱奕婷,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
庄语珊,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
李宇希,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
席子淇,詹雅涵,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
何苡乔,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
陈颉霓,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
巴伦月,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
陶怡君,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
李心玟,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
黄怡倩,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
纪欣妤,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
李绫,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
尤心妤,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
黄蝶香,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
曾蕰帆,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
张心璇,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
谢之弦,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
林苇妮,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
张若茵,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
吕玟均,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
李易芝,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
徐薇絜,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
张靓靓,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
潘立婕,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
林幸妤,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
杨欣桦,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
张庭华️️️,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
蔡祥,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
葛宸羽,葛子杨,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
夏娜,徐沛晴,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
李品臻,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
洪薏婷,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
丁晨晞,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
谢宜庭,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
陈玉婷,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
张珉,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
谢宝萱,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
林靖轩,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
高曼容,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
周孟娴,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
高妍妍,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
陈语杉,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
王如茵,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
陈奕蓁,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
廖羿昕,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
林雅萱,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
纪欣伶,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
张家绫,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
黄琳媛,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
李芸蓁,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,Female
孙华婷,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
许婷汝,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
沈筱琪,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
廖苡辰,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
曾苡晴,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
林宛璇,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,Female
